ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;ExperimentMode;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;StudyGlobalParticipantId;StudyInputMode;StudyParticipantIndex;StudyResolvedEffect;StudyResolvedTask;StudySessionIndex;StudyTaskOrder;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;Rotation;OppositeHandTrigger;anonymous;Participant;1328;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;3.9692;-6.3920;ca081731-36ba-4132-bc42-4a33bf158f4a;NULL;9;Controller;5;Rotation;OpenLoop;7;LineBisectionFirst;BlockMetric;OpenLoop;2026-05-22 09:50:08.2374;Controllers;10;OpenXR
Right;None;NULL;NULL;Post;Rotation;OppositeHandTrigger;anonymous;Participant;6152;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;3.3774;-5.0568;ca081731-36ba-4132-bc42-4a33bf158f4a;NULL;9;Controller;5;Rotation;OpenLoop;7;LineBisectionFirst;BlockMetric;OpenLoop;2026-05-22 09:51:35.5965;Controllers;10;OpenXR
Right;None;3.9692;-6.3920;Post;Rotation;OppositeHandTrigger;anonymous;Participant;6152;1.3352;SignedEndpointError;cm;0.3364;Post minus baseline horizontal endpoint error;3.3774;-5.0568;ca081731-36ba-4132-bc42-4a33bf158f4a;1.3352;9;Controller;5;Rotation;OpenLoop;7;LineBisectionFirst;Aftereffect;OpenLoop;2026-05-22 09:51:35.5997;Controllers;10;OpenXR
