ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;ExperimentMode;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;StudyGlobalParticipantId;StudyInputMode;StudyParticipantIndex;StudyResolvedEffect;StudyResolvedTask;StudySessionIndex;StudyTaskOrder;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;Translation;OppositeHandTrigger;anonymous;Participant;3262;NULL;BisectionError;cm;NULL;Mean signed line bisection error;4.3824;-6.5630;f865d493-c7f4-4142-9226-48fa27b214ad;NULL;2;Embodied;1;Translation;LineBisection;2;LineBisectionFirst;BlockMetric;LineBisection;2026-05-20 11:24:58.1360;Hands;10;OpenXR
Right;None;NULL;NULL;Post;Translation;OppositeHandTrigger;anonymous;Participant;16619;NULL;BisectionError;cm;NULL;Mean signed line bisection error;3.9943;-10.2595;f865d493-c7f4-4142-9226-48fa27b214ad;NULL;2;Embodied;1;Translation;LineBisection;2;LineBisectionFirst;BlockMetric;LineBisection;2026-05-20 11:26:49.9887;Hands;10;OpenXR
Right;None;4.3824;-6.5630;Post;Translation;OppositeHandTrigger;anonymous;Participant;16619;3.6964;BisectionError;cm;0.8435;Post minus baseline bisection error;3.9943;-10.2595;f865d493-c7f4-4142-9226-48fa27b214ad;-3.6964;2;Embodied;1;Translation;LineBisection;2;LineBisectionFirst;Aftereffect;LineBisection;2026-05-20 11:26:49.9902;Hands;10;OpenXR
