ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;ExperimentMode;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;StudyGlobalParticipantId;StudyInputMode;StudyParticipantIndex;StudyResolvedEffect;StudyResolvedTask;StudySessionIndex;StudyTaskOrder;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;None;OppositeHandTrigger;anonymous;Participant;10406;NULL;BisectionError;cm;NULL;Mean signed line bisection error;6.6456;5.3761;ec8cddd0-542c-4901-8ae3-c57830fad63f;NULL;1;Controller;1;None;LineBisection;1;LineBisectionFirst;BlockMetric;LineBisection;2026-05-19 13:32:21.7725;Controllers;10;OpenXR
Right;None;NULL;NULL;Post;None;OppositeHandTrigger;anonymous;Participant;27682;NULL;BisectionError;cm;NULL;Mean signed line bisection error;11.4604;-17.8367;ec8cddd0-542c-4901-8ae3-c57830fad63f;NULL;1;Controller;1;None;LineBisection;1;LineBisectionFirst;BlockMetric;LineBisection;2026-05-19 13:34:48.5486;Controllers;10;OpenXR
Right;None;6.6456;5.3761;Post;None;OppositeHandTrigger;anonymous;Participant;27682;23.2128;BisectionError;cm;3.4929;Post minus baseline bisection error;11.4604;-17.8367;ec8cddd0-542c-4901-8ae3-c57830fad63f;-23.2128;1;Controller;1;None;LineBisection;1;LineBisectionFirst;Aftereffect;LineBisection;2026-05-19 13:34:48.5497;Controllers;10;OpenXR
