ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;ExperimentMode;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;StudyGlobalParticipantId;StudyInputMode;StudyParticipantIndex;StudyResolvedEffect;StudyResolvedTask;StudySessionIndex;StudyTaskOrder;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;Skew;OppositeHandTrigger;anonymous;Debug;1157;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;7.1555;-4.1748;cf1b3931-64a6-4ec7-b853-7c160d47def4;NULL;;Controller;;Skew;OpenLoop;;Manual;BlockMetric;OpenLoop;2026-05-25 13:56:33.3720;Hands;10;OpenXR
Right;None;NULL;NULL;Post;Skew;OppositeHandTrigger;anonymous;Debug;4912;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;14.2879;-29.8852;cf1b3931-64a6-4ec7-b853-7c160d47def4;NULL;;Controller;;Skew;OpenLoop;;Manual;BlockMetric;OpenLoop;2026-05-25 13:57:39.5694;Hands;10;OpenXR
Right;None;7.1555;-4.1748;Post;Skew;OppositeHandTrigger;anonymous;Debug;4912;25.7104;SignedEndpointError;cm;3.5931;Post minus baseline horizontal endpoint error;14.2879;-29.8852;cf1b3931-64a6-4ec7-b853-7c160d47def4;-25.7104;;Controller;;Skew;OpenLoop;;Manual;Aftereffect;OpenLoop;2026-05-25 13:57:39.5725;Hands;10;OpenXR
