ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;ExperimentMode;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;StudyGlobalParticipantId;StudyInputMode;StudyParticipantIndex;StudyResolvedEffect;StudyResolvedTask;StudySessionIndex;StudyTaskOrder;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;None;OppositeHandTrigger;anonymous;Debug;2643;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;6.7675;-5.3175;d7b6ab82-22d1-4bc9-9ca2-fb72956a50e2;NULL;;Controller;;None;OpenLoop;;Manual;BlockMetric;OpenLoop;2026-05-25 13:52:56.6621;Controllers;10;OpenXR
Right;None;NULL;NULL;Post;None;OppositeHandTrigger;anonymous;Debug;5622;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;5.9444;-9.0822;d7b6ab82-22d1-4bc9-9ca2-fb72956a50e2;NULL;;Controller;;None;OpenLoop;;Manual;BlockMetric;OpenLoop;2026-05-25 13:53:51.3741;Controllers;10;OpenXR
Right;None;6.7675;-5.3175;Post;None;OppositeHandTrigger;anonymous;Debug;5622;3.7647;SignedEndpointError;cm;0.5563;Post minus baseline horizontal endpoint error;5.9444;-9.0822;d7b6ab82-22d1-4bc9-9ca2-fb72956a50e2;-3.7647;;Controller;;None;OpenLoop;;Manual;Aftereffect;OpenLoop;2026-05-25 13:53:51.3767;Controllers;10;OpenXR
