ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;ExperimentMode;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;StudyGlobalParticipantId;StudyInputMode;StudyParticipantIndex;StudyResolvedEffect;StudyResolvedTask;StudySessionIndex;StudyTaskOrder;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;Translation;OppositeHandTrigger;anonymous;Debug;1455;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;8.5830;-10.7652;c695270d-b11f-410e-bcd0-df2fe05129b0;NULL;;Controller;;Translation;OpenLoop;;Manual;BlockMetric;OpenLoop;2026-05-25 13:54:42.6203;Controllers;10;OpenXR
Right;None;NULL;NULL;Post;Translation;OppositeHandTrigger;anonymous;Debug;4703;NULL;SignedEndpointError;cm;NULL;Mean signed horizontal endpoint error;7.0446;-20.5923;c695270d-b11f-410e-bcd0-df2fe05129b0;NULL;;Controller;;Translation;OpenLoop;;Manual;BlockMetric;OpenLoop;2026-05-25 13:55:41.5420;Controllers;10;OpenXR
Right;None;8.5830;-10.7652;Post;Translation;OppositeHandTrigger;anonymous;Debug;4703;9.8271;SignedEndpointError;cm;1.1450;Post minus baseline horizontal endpoint error;7.0446;-20.5923;c695270d-b11f-410e-bcd0-df2fe05129b0;-9.8271;;Controller;;Translation;OpenLoop;;Manual;Aftereffect;OpenLoop;2026-05-25 13:55:41.5446;Controllers;10;OpenXR
