ActiveHand;AppliedEffectMode;BaselineSd;BaselineValue;BlockType;ConfiguredEffectMode;ConfirmMitigationMode;Email;ExperimentMode;Framecount;Magnitude;MetricName;MetricUnits;NormalizedMagnitude;Notes;PostSd;PostValue;SessionID;SignedDelta;StudyGlobalParticipantId;StudyInputMode;StudyParticipantIndex;StudyResolvedEffect;StudyResolvedTask;StudySessionIndex;StudyTaskOrder;SummaryType;TaskMode;Timestamp;TrackingMode;TrialCount;XRBackend
Right;None;NULL;NULL;Baseline;Rotation;OppositeHandTrigger;anonymous;Debug;893;NULL;BisectionError;cm;NULL;Mean signed line bisection error;11.8340;-11.2869;4396ef9a-e42c-4a03-a21d-5524048775e2;NULL;;Controller;;Rotation;LineBisection;;Manual;BlockMetric;LineBisection;2026-05-25 13:58:22.2755;Hands;10;OpenXR
Right;None;NULL;NULL;Post;Rotation;OppositeHandTrigger;anonymous;Debug;6471;NULL;BisectionError;cm;NULL;Mean signed line bisection error;5.9166;-21.4017;4396ef9a-e42c-4a03-a21d-5524048775e2;NULL;;Controller;;Rotation;LineBisection;;Manual;BlockMetric;LineBisection;2026-05-25 14:00:03.5554;Hands;10;OpenXR
Right;None;11.8340;-11.2869;Post;Rotation;OppositeHandTrigger;anonymous;Debug;6471;10.1148;BisectionError;cm;0.8547;Post minus baseline bisection error;5.9166;-21.4017;4396ef9a-e42c-4a03-a21d-5524048775e2;-10.1148;;Controller;;Rotation;LineBisection;;Manual;Aftereffect;LineBisection;2026-05-25 14:00:03.5585;Hands;10;OpenXR
